Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
African American COVID-19 Mortality: A Sentinel Event,"Ferdinand, Keith C.; Nasser, Samar A.",,2020,,Journal of the American College of Cardiology,,,,,https://doi.org/10.1016/j.jacc.2020.04.040,19518,#96641,Ferdinand 2020,,,96641,22-04-20
Inpatient Use of Ambulatory Telemetry Monitors for COVID-19 Patients Treated with Hydroxychloroquine and/or Azithromycin,"Chang, David; Saleh, Moussa; Gabriels, James; Ismail, Haisam; Goldner, Bruce; Willner, Jonathan; Beldner, Stuart; Mitra, Raman; John, Roy; Epstein, Laurence M.",,2020,,Journal of the American College of Cardiology,,,,,https://doi.org/10.1016/j.jacc.2020.04.032,19585,#96642,Chang 2020,,,96642,22-04-20
Comment on “Dermatology Residents and the Care of COVID-19 Patients”,"Patel, Basil",,2020,,Journal of the American Academy of Dermatology,,,,,https://doi.org/10.1016/j.jaad.2020.04.071,19372,#96645,Patel 2020,,,96645,22-04-20
Personal Protective Equipment Recommendations Based on COVID-19 Route of Transmission,"Gupta, Mohit Kumar; Lipner, Shari R.",,2020,,Journal of the American Academy of Dermatology,,,,,https://doi.org/10.1016/j.jaad.2020.04.068,19574,#96646,Gupta 2020,,,96646,22-04-20
Invited response to the comment on “Dermatology Residents and the Care of COVID-19 Patients”,"Grant-Kels, Jane M.",,2020,,Journal of the American Academy of Dermatology,,,,,https://doi.org/10.1016/j.jaad.2020.04.072,19632,#96647,Grant-Kels 2020,,,96647,22-04-20
"The clinical data from 19 critically ill patients with coronavirus disease 2019: a single-centered, retrospective, observational study","Zhang, Jinping; Liu, Peng; Wang, Morong; Wang, Jie; Chen, Jie; Yuan, Wenling; Li, Mei; Xie, Zhijuan; Dong, Wangping; Li, Hongye; Zhao, Yan; Wan, Lun; Chu, Tian; Wang, Lu; Zhang, Hui; Tao, Ting; Ma, Jing","The objectives of this study were to analyze the clinical features of coronavirus disease 2019 (COVID-19) and evaluate the diagnosis and treatment. A retrospective analysis of the clinical manifestation and auxiliary examination of 19 patients with COVID-19 from the Liyuan Hospital intensive care unit (ICU) between January 16, 2020 and February 20, 2020 was undertaken. There were 11 male and 8 female cases among the patients. The median (range) age was 73 (38–91) years. Of these patients, 8 (42.1%) had died and the median duration from ICU admission to death was 2 (interquartile range (IQR): 1–10.75) days. Seven of these 8 patients had underlying diseases. The auxiliary examination showed fever (68.4%), dry cough (15.8%), dyspnea (10.5%), and diarrhea (5.3%). All 19 cases showed ground-glass changes on chest computed tomography. Serum hypersensitive C-reactive protein (hs-CRP) and serum amylase A (SAA) were clearly increased in all of the cases. Among the 19 cases, there were 16 (84.2%) cases in which the total number of lymphocytes decreased, 12 cases (63%) had reduced liver function, and 11 cases (58%) had deviant results for fibrinogen (FIB) and D-dimer, in particular, the D-dimer level was significantly higher in the non-survivors compared with the survivors. There were more men than women among critically ill patients. All of the cases showed ground-glass changes on chest computed tomography and the vast majority of patients displayed fever and dry cough. The clinical laboratory indices change significantly, especially the D-dimer level among non-survivors.",2020,,Journal of Public Health 2020,,,01-Apr,,10.1007/S10389-020-01291-2,19335,#96668,Zhang 2020,,,96668,22-04-20
"A Pediatric Emergency Department Protocol to Avoid Intra-Hospital Dispersal of SARS-CoV-2 during the Outbreak in Bergamo, Italy","Nicastro, Emanuele; Mazza, Angelo; Gervasoni, Annalisa; Di Giorgio, Angelo; D’Antiga, Lorenzo",,2020,,The Journal of Pediatrics,,,,,https://doi.org/10.1016/j.jpeds.2020.04.026,19522,#96678,Nicastro 2020,,,96678,22-04-20
Letter to the Editor,"Cheong, Chin Yee; Yap, P. L. K.",,2020,,"The journal of nutrition, health & aging",,,01-Feb,,10.1007/s12603-020-1370-z,19237,#96701,Cheong 2020,,,96701,22-04-20
Call to Action for a US Nurse General: From Ebola to Corona,"Gabel Speroni, Karen",,2020,,The Journal of Nursing Administration | JONA,50,5,E1-E2,00005110-202005000-00013,10.1097/nna.0000000000000899,19841,#96703,GabelSperoni 2020,,,96703,22-04-20
Coronavirus (COVID-19) Pandemic: What the Nuclear Medicine Departments Should Know,"Gnanasegaran, Gopinath; Williams, Jessica; Huang, Hian Liang; Bomanji, Jamshed B.",,2020,,Journal of nuclear medicine technology,,,,,10.2967/jnmt.120.247296,19510,#96704,Gnanasegaran 2020,,,96704,22-04-20
Neurology in the time of covid-19,"Manji, Hadi; Carr, Aisling S.; Brownlee, Wallace J.; Lunn, Michael P.",,2020,,"Journal of neurology, neurosurgery, and psychiatry",,,,,10.1136/jnnp-2020-323414,19481,#96709,Manji 2020,,,96709,22-04-20
Neurological manifestations of the coronavirus (SARS-CoV-2) pandemic 2019-2020,"Liu, Kaiming; Pan, Mengxiong; Xiao, Zheman; Xu, Xiaopei",,2020,,"Journal of neurology, neurosurgery, and psychiatry",,,,,10.1136/jnnp-2020-323177,19462,#96710,Liu 2020,,,96710,22-04-20
Neurointervention for emergent large vessel occlusion during the covid-19 pandemic,"Fiorella, David; Fargen, Kyle M.; Leslie-Mazwi, Thabele M.; Levitt, Michael; Probst, Stephen; Bergese, Sergio; Hirsch, Joshua A.; Albuquerque, Felipe C.",,2020,,Journal of neurointerventional surgery,,,,,10.1136/neurintsurg-2020-016117,19233,#96711,Fiorella 2020,,,96711,22-04-20
"CT imaging features of 4,121 patients with COVID-19: a meta-analysis","Zhu, Jieyun; Zhong, Zhimei; Li, Hongyuan; Ji, Pan; Pang, Jielong; Li, Bocheng; Zhang, Jianfeng","OBJECTIVE: We systematically reviewed the CT imaging features of COVID-19 in order to provide reference for clinical practice. METHODS: Our article comprehensively searched PubMed, FMRS, EMbase, CNKI,WanFang databases and VIP databases to collect literatures about the CT imaging features of COVID-19 from 1 January 2020 to 16 March 2020. Three reviewers independently screened literature, extracted data and assessed the risk of bias of included studies, and then, this meta-analysis was performed by using Stata12.0 software. RESULTS: 34 retrospective studies involving a total of 4 121 COVID-19 patients were included. The results of meta-analysis showed that most patients presented bilateral lung involvement (73.8%, 95%CI: 65.9%-81.1%) or multilobar involvement (67.3%,95%CI: 54.8%-78.7 %) and just a little patients showed normal CT findings (8.4%). We found that the most common changes in lesion density was ground-glass opacities (68.1%,95%CI: 56.9%-78.2%). Other changes in density included air bronchogram sign(44.7%), crazy-paving pattern (35.6%) and consolidation (32.0%). Patchy (40.3%), spider web sign (39.5%), cord-like (36.8%) and nodular (20.5%) were common lesion shapes in COVID-19 patients. Pleural thickening (27.1%) was found in some patients. Lymphadenopathy(5.4%) and pleural effusion (5.3%) were rare. CONCLUSION: The lung lesions of patients with COVID-19 were mostly bilateral lungs or multilobar involved. The most common chest CT findings were patchy and ground-glass opacities. Some patients had air bronchogram, spider web sign and cord-like. Lymphadenopathy and pleural effusion were rare. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25910,19342,#96725,Zhu 2020,,,96725,22-04-20
Psychological stress of medical staffs during outbreak of COVID-19 and adjustment strategy,"Wu, Wenzhi; Zhang, Yan; Wang, Pu; Zhang, Li; Wang, Guixiang; Lei, Guanghui; Xiao, Qiang; Cao, Xiaochen; Bian, Yueran; Xie, Simiao; Huang, Fei; Luo, Na; Zhang, Jingyuan; Luo, Mingyan","COVID-19 has a significant impact on public health and poses a challenge to medical staffs, especially to front-line medical staffs who are exposed to direct contact with patients. To understand the psychological stress status of medical staffs during the outbreak of COVID-19. Random sample questionnaire survey was conducted among 2110 medical staffs and 2158 college students in all provinces of china through a questionnaire which was compiled and completed through the Questionnaire Star platform relying on Wechat, QQ and other social software. The differences in psychological stress status of different groups were compared through the analysis of the questionnaire. Results revealed that in all provinces of china, medical staffs scored significantly higher on all items of psychological stress than college students(P<0.001). In Wuhan, medical staff scored significantly higher than college students in all items of psychological stress(P<0.001). While for medical staff, the group in Wuhan area scored significantly higher than the group outside Wuhan on ""Thought of being in danger"", ""The possibility of self-illness"", ""Worrying about family infection""(P<0.05), ""Poor sleep quality"", ""Needing psychological guidance"" and ""Worrying about being infected""(P<0.01) items in the psychological stress questionnaire, and in the item of ""Confidence in the victory of the epidemic"", the group in Wuhan area scored significantly lower than the group in the area outside Wuhan(P<0.05). The emotion, cognition, physical and mental response of front-line medical staff showed obvious ""exposure effect"", and psychological crisis intervention strategy can be helpful. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25914,19279,#96728,Wu 2020,,,96728,22-04-20
Central Nervous System Involvement by Severe Acute Respiratory Syndrome Coronavirus -2 (SARS-CoV-2),"Paniz-Mondolfi, Alberto; Bryce, Clare; Grimes, Zachary; Gordon, Ronald E.; Reidy, Jason; Lednicky, John; Sordillo, Emilia Mia; Fowkes, Mary","Neurologic sequelae can be devastating complications of respiratory viral infections. We report the presence of virus in neural and capillary endothelial cells in frontal lobe tissue obtained at postmortem examination from a patient infected with Severe Acute Respiratory Syndrome Coronavirus-2. Our observations of virus in neural tissue, in conjunction with clinical correlates of worsening neurologic symptoms, pave the way to a closer understanding of the pathogenic mechanisms underlying CNS involvement. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25915,19332,#96729,Paniz-Mondolfi 2020,,,96729,22-04-20
Fecal transmission in COVID-19: A potential shedding route,"Nouri-Vaskeh, Masoud; Alizadeh, Leila",,2020,,J Med Virol,,,,32239515,10.1002/jmv.25816,23593,#96730,Nouri-Vaskeh 2020,,,96730,22-04-20
Letter to the Editor: Acute hypertriglyceridemia in patients with COVID-19 receiving tocilizumab,"Morrison, Austin R.; Johnson, Joseph M.; Ramesh, Mayur; Bradley, Patrick; Jennings, Jeffery; Smith, Zachary R.","Tocilizumab is an interleukin-6 (IL-6) receptor antibody and is progressing as a viable and promising treatment option in patients with severe coronavirus disease 2019 (COVID-19). IL-6 is known to have both immunomodulatory and metabolic actions. In this letter we outline two cases of acute hypertriglyceridemia in patients with COVID-19 treated with tocilizumab: one with elevated biomarkers consistent with acute pancreatitis the other without. Given the paucity of robust clinical trial data for most COVID-19 pharmacotherapies at this time, clinicians should continue to remain steadfast in recognition of interventions that improve clinical outcomes and vigilant in monitoring for acute adverse effects that are difficult to detect in clinical trials with small sample sizes. The observations from our two cases highlight the complex, not fully elucidated interrelationship between elevated IL-6 and pharmacologic interventions impacting this pathway. Clinicians should consider monitoring for hypertriglyceridemia and acute pancreatitis as described with chronic tocilizumab use for rheumatoid arthritis in those receiving it for COVID-19. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25907,19442,#96732,Morrison 2020,,,96732,22-04-20
"Comment on Li et al.: COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis","Leung, Char","I have read with great interest the article ""COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis"" by Li and colleagues(1) . The authors have conducted a comprehensive search for articles concerning the clinical characteristics of Chinese patients with COVID-19. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25912,19474,#96735,Leung 2020,,,96735,22-04-20
"Epidemiological trends of COVID-19 epidemic in Italy during March 2020. From 1,000 to 100,000 cases","La Maestra, Sebastiano; Abbondandolo, Angelo; De Flora, Silvio","The COVID-19 epidemic started in Italy by the end of January 2020 and, after one month, it affected 1,049 persons. Based on the Italian Ministry of Health data, we reconstructed the daily course of virus-positive cases and deaths during March 2020 for whole Italy, 19 regions and 2 provinces. From February 29 to March 31 there was a 100.9-fold increase in the cumulative number of cases and a 428.6-fold increase in the number of deaths in Italy. When plotted on a semilogarithmic scale, the curves tended to diverge from linearity with 23%, 16%, and 7% average daily increases during the 3 decades of March. Similarly, the number of deaths decreased from an average daily growth of 19% during the 2nd decade to 10% during the 3rd decade. The correlation coefficients relating the days to cases or deaths during each one of the 3 decades approached the unity. As inferred from the equations of the regression lines relative to the 3 decades, the doubling times of cases were 3.4, 5.1 and 9.6 days, respectively. The doubling times of deaths during the 2nd and 3rd decades were 4.9 and 7.0 days, respectively. There was a broad geographic variability, with a striking gradient from North, where 40.8% of cases and 57.9% of deaths occurred in Lombardy, to South. On the whole, during March there was a trend to epidemic growth decline, but the time for the end of the epidemic will depend on a variety of factors and, at present, it is unpredictable. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25908,19577,#96736,LaMaestra 2020,,,96736,22-04-20
